genbank_id,sequence_id,organism,country,host,collection_date,sex,lat_lon,note
AY317224,AY317224,Eurytoma sp. 3,"China: Tianmu Mt., Zhejiang",,,,,
AY317235,AY317235,Isosomodes gigantenus,Guyana: Mazaruni_Potaro district: Amatuk fall,,,,,
AY317238,AY317238,Phylloxeroxenus phylloxerae,"Indonesia: East of Kalimantan, Kutai",,,,,
AY317228,AY317228,Plutarchia indefensa,"China: Dayao Mt., Guangxi",,,,,
AY317222,AY317222,Sycophila concinna,"China: Napo, Guangxi",,,,,
AY317232,AY317232,,"China: Fanjing Mt., Guizhou",,,,,
AY317230,AY317230,Sycophila taprobanica,"China: Fanjing Mt., Guizhou",,,,,
AY317231,AY317231,Sycophila sp. 1,"China: Xinhe, Xinjiang",,,,,
AY317234,AY317234,Sycophila variegata,"China: Napo, Guangxi",,,,,
AY317242,AY317242,Tenuipetiolus medicaginis,"Indonesia: East of Kalimantan, Kutai",,,,,
AY317229,AY317229,Tetramesa bambusae,"China: Liuba, Shaanxi",,,,,
AY317243,AY317243,Neorileya meridionalis,Guyana: Mazaruni_Potaro District: Kaieteur fall,,,,,
AY317240,AY317240,Megastigmus dorsalis,"China: Fanjing Mt.,Guizhou",,,,,
AY317241,AY317241,Monodontomerus minor,"China: Fanjing Mt.,Guizhou",,,,,
AY317221,AY317221,Brachymeria lasus,"China: Fanjing Mt.,Guizhou",,,,,
MH878935,MH878935,Bruchophagus sp. 2,,,,,,
MH878926,MH878926,Bruchophagus sp. 2,,,,,,
KC960021,KC960021,Bruchophagus gibbus,,,,,,
MG340126,MG340126,Bruchophagus gibbus,,,,,,
JQ756607,JQ756607,Bruchophagus caucasicus,,,,,,
AMTPA1154_15,AMTPA1154_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPA462_15,AMTPA462_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPA674_15,AMTPA674_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPA706_15,AMTPA706_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPA707_15,AMTPA707_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPA898_15,AMTPA898_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPA899_15,AMTPA899_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPB1039_15,AMTPB1039_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPB1043_15,AMTPB1043_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPB1252_15,AMTPB1252_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPB1254_15,AMTPB1254_15,Tetramesa sp.,Germany: Bavaria,,,,,
AMTPB151_15,AMTPB151_15,Tetramesa sp.,Germany: Bavaria,,,,,
KR416842,KR416842,Tetramesa sp.,"Canada: Quebec, Forillon NP",,,,,
GMGMP2393_18,GMGMP2393_18,Tetramesa sp.,Germany: Bavaria,,,,,
GMGMP7221_18,GMGMP7221_18,Tetramesa sp.,Germany: Bavaria,,,,,
GMGMT1030_20,GMGMT1030_20,Tetramesa sp.,Germany: Bavaria,,,,,
OPPEC4539_17,OPPEC4539_17,Tetramesa sp.,"Canada, Ontario, Owen Sound",,,,,
OPPFM1893_17,OPPFM1893_17,Tetramesa sp.,"Canada, Ontario, Windsor",,,,,
OPPFM3406_17,OPPFM3406_17,Tetramesa sp.,"Canada, Ontario, Windsor",,,,,
OPPFM520_17,OPPFM520_17,Tetramesa sp.,"Canada, Ontario, Windsor",,,,,
KR408765,KR408765,Tetramesa sp.,"Canada: Ontario, Georgian Bay Islands NP",,,,,
KR405666,KR405666,Tetramesa sp.,"Canada: Ontario, Georgian Bay Islands NP",,,,,
KR402173,KR402173,Tetramesa sp.,"Canada: Ontario, Georgian Bay Islands NP",,,,,
MG344135,MG344135,Tetramesa sp.,"Canada: Ontario, Burlington",,,,,
MG344033,MG344033,Tetramesa sp.,"Canada: Ontario, Guelph",,,,,
MG340113,MG340113,Tetramesa sp.,"Canada: Ontario, Scarborough, Woburn",,,,,
MG339825,MG339825,Tetramesa sp.,"Canada: Ontario, Wellington County",,,,,
MG335372,MG335372,Tetramesa sp.,"Canada: Ontario, Toronto",,,,,
MG334647,MG334647,Tetramesa sp.,"Canada: Ontario, Guelph",,,,,
MG339505,MG339505,Tetramesa sp.,"Canada: Ontario, Toronto, Zion Heights",,,,,
MF903065,MF903065,Tetramesa sp.,"Canada: Alberta, Elk Island NP",,,,,
KR800436,KR800436,Tetramesa sp.,"Canada: Manitoba, Riding Mountain NP",,,,,
KR799792,KR799792,Tetramesa sp.,"Canada: Saskatchewan, Prince Albert NP",,,,,
KU496847,KU496847,Tetramesa sp.,"USA: Alaska, Kenai Peninsula",,,,,
